Id,Address_State,Application_Type,Emp_Length,Emp_Title,Grade,Home_Ownership,Issue_Date,Last_Credit_Pull_Date,Last_Payment_Date,Loan_Status,Next_Payment_Date,Member_Id,Purpose,Sub_Grade,Term,Verification_Status,Annual_Income,Dti,Installment,Int_Rate,Loan_Amount,Total_Acc,Total_Payment
996048,Virginia,INDIVIDUAL,10+ years,Loudoun Water,F,MORTGAGE,11/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,1220653,Home Improvement,F1, 60 months,Verified,174996,0.0994,809.75,0.2089,30000,22,43706
882097,New Jersey,INDIVIDUAL,< 1 year,Euro Rscg Life,G,MORTGAGE,9/11/2021,4/16/2021,5/16/2021,Current,6/16/2021,1097257,Home Improvement,G4, 60 months,Verified,165000,0.0946,516.89,0.2391,18000,48,28347
887246,Connecticut,INDIVIDUAL,10+ years,Norwalk Public Schools,B,OWN,9/11/2021,4/16/2021,5/16/2021,Current,6/16/2021,1103391,Home Improvement,B4, 60 months,Verified,89000,0.1143,786.01,0.1242,35000,21,43217
781524,Massachusetts,INDIVIDUAL,6 years,Unknown,C,OWN,6/11/2021,4/16/2021,5/16/2021,Current,6/16/2021,984379,Home Improvement,C5, 60 months,Verified,36000,0.146,292.52,0.1611,12000,6,17203
822845,New York,INDIVIDUAL,4 years,Consolidated Edison Inc.,E,OWN,7/11/2021,4/16/2021,5/16/2021,Current,6/16/2021,1031350,Home Improvement,E4, 60 months,Verified,38400,0.0172,783.02,0.1929,30000,8,44614
775127,North Carolina,INDIVIDUAL,< 1 year,Amerigroup Corporation,F,OWN,6/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,977361,Home Improvement,F2, 60 months,Verified,105000,0.004,179.83,0.2062,6700,11,10605
1039887,Virginia,INDIVIDUAL,10+ years,Dept Of Defense,F,OWN,12/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,1269832,Home Improvement,F3, 60 months,Verified,170000,0.0161,543.15,0.2167,19800,21,28760
979317,Arizona,INDIVIDUAL,2 years,Mediapoint Capital Llc(Pitchblack Games),B,RENT,10/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,1202399,Home Improvement,B4, 60 months,Verified,73000,0.0835,422.2,0.1242,18800,18,24456
891745,New York,INDIVIDUAL,5 years,Visiting Nursing Service Of New York,E,RENT,9/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,1108595,Home Improvement,E4, 60 months,Verified,123000,0.0769,412.53,0.1991,15600,11,22697
795569,Wisconsin,INDIVIDUAL,5 years,Gundersen Lutheran,D,MORTGAGE,6/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,1000318,Home Improvement,D5, 60 months,Verified,52000,0.2499,361.69,0.1749,14400,29,20955
773278,Connecticut,INDIVIDUAL,10+ years,Gibbs & Soell Inc,F,MORTGAGE,6/11/2021,4/16/2021,5/16/2021,Current,6/16/2021,975304,Home Improvement,F1, 60 months,Verified,160000,0.05,479.4,0.2025,18000,27,28247
760215,Arkansas,INDIVIDUAL,10+ years,Little Rock School District,E,MORTGAGE,5/11/2021,5/16/2021,5/16/2021,Current,6/16/2021,960476,Home Improvement,E5, 60 months,Source Verified,48000,0.119,78.97,0.1969,3000,17,4653
1062177,Florida,INDIVIDUAL,2 years,Senior Dental Insurance Solutions,D,MORTGAGE,12/11/2021,5/16/2021,6/13/2021,Fully Paid,7/13/2021,1294027,House,D3, 36 months,Source Verified,44400,0.0359,536.81,0.1727,15000,16,17995
1049352,Florida,INDIVIDUAL,1 year,"The Holmes Organisation, Inc.",B,MORTGAGE,12/11/2021,5/16/2021,4/13/2021,Fully Paid,5/13/2021,1280767,House,B1, 36 months,Not Verified,100000,0.1553,212.69,0.0991,6600,30,7276
1062976,Pennsylvania,INDIVIDUAL,10+ years,Newell Rubbermaid Inc,E,RENT,12/11/2021,8/13/2021,4/13/2021,Charged Off,5/13/2021,1295062,House,E4, 60 months,Source Verified,45000,0.152,105.78,0.1991,4000,11,1776
1058564,California,INDIVIDUAL,6 years,Together We Grow,A,RENT,12/11/2021,12/14/2021,12/14/2021,Fully Paid,1/14/2022,1290157,House,A1, 36 months,Source Verified,57600,0.1152,243.49,0.0603,8000,12,8765
1061837,New Jersey,INDIVIDUAL,7 years,Applied Development Companies,A,RENT,12/11/2021,10/15/2021,12/14/2021,Fully Paid,1/14/2022,1293455,House,A1, 36 months,Not Verified,60000,0.1278,456.54,0.0603,15000,27,16435
1023566,North Carolina,INDIVIDUAL,< 1 year,Actelion Pharmaceuticals Us Inc,C,MORTGAGE,12/11/2021,3/15/2021,2/15/2021,Fully Paid,3/15/2021,1252426,House,C2, 60 months,Verified,150000,0.0323,391.51,0.1427,26400,20,22497
1058892,California,INDIVIDUAL,2 years,Green Choice Living,C,OWN,12/11/2021,4/14/2021,11/12/2021,Charged Off,12/12/2021,1290489,House,C4, 36 months,Not Verified,108000,0.1248,278.39,0.1527,8000,19,3394
88854,New York,INDIVIDUAL,4 years,Rail Europe Group,A,RENT,8/7/2021,5/7/2021,3/8/2021,Fully Paid,4/8/2021,70699,House,A2, 36 months,Not Verified,200000,0.0028,155.38,0.0743,5000,2,5174
268855,Florida,INDIVIDUAL,7 years,Hd Of Daytona,B,MORTGAGE,3/8/2021,5/16/2021,8/8/2021,Charged Off,9/8/2021,268848,House,B2, 36 months,Not Verified,65000,0.1135,482.32,0.0976,15000,12,2410
425464,Arizona,INDIVIDUAL,< 1 year,City Of Mesa Police Dept.,A,MORTGAGE,7/9/2021,5/16/2021,3/10/2021,Charged Off,4/10/2021,501806,House,A5, 36 months,Not Verified,30000,0.1252,152.45,0.0963,4750,15,472
681502,Oregon,INDIVIDUAL,8 years,Unknown,D,MORTGAGE,2/11/2021,4/13/2021,4/13/2021,Charged Off,5/13/2021,870531,House,D2, 36 months,Not Verified,19200,0.085,48.47,0.1491,1400,4,1210
510176,West Virginia,INDIVIDUAL,< 1 year,Gasparilla Inn And Club,E,MORTGAGE,5/10/2021,12/12/2021,9/12/2021,Charged Off,10/12/2021,658703,House,E1, 36 months,Not Verified,26000,0.1223,353.8,0.1645,10000,21,8567
465172,Texas,INDIVIDUAL,4 years,Je Merritts /Jacobs,G,MORTGAGE,12/9/2021,10/12/2021,5/12/2021,Charged Off,6/12/2021,583481,House,G4, 36 months,Not Verified,45600,0.0053,94.02,0.2086,2500,3,2672
416239,Illinois,INDIVIDUAL,3 years,Grove Dental Associates,C,RENT,6/9/2021,5/16/2021,3/10/2021,Charged Off,4/10/2021,484619,House,C5, 36 months,Not Verified,32004,0.1549,340.76,0.1379,10000,17,2725
454043,California,INDIVIDUAL,1 year,Fairview Developmenta Center,C,RENT,11/9/2021,5/16/2021,8/10/2021,Charged Off,9/10/2021,561917,House,C2, 36 months,Not Verified,40000,0.0864,219.71,0.1322,6500,23,1975
370893,California,INDIVIDUAL,10+ years,Contra Costa County,D,RENT,1/9/2021,5/16/2021,5/10/2021,Charged Off,6/10/2021,388118,House,D4, 36 months,Not Verified,95000,0.1772,312.23,0.1505,9000,33,4991
498522,Nevada,INDIVIDUAL,2 years,Hycroft Resources & Development,D,RENT,4/10/2021,7/12/2021,2/12/2021,Charged Off,3/12/2021,639411,House,D3, 36 months,Not Verified,53000,0.0525,139.32,0.1533,4000,9,3164
467634,Colorado,INDIVIDUAL,1 year,Halliburton Energy Services,D,RENT,12/9/2021,5/16/2021,1/11/2021,Charged Off,2/11/2021,588339,House,D2, 36 months,Not Verified,60000,0.0108,225.2,0.1496,6500,11,4428
392748,California,INDIVIDUAL,10+ years,Child Care,E,RENT,4/9/2021,5/16/2021,12/10/2021,Charged Off,1/10/2022,429879,House,E4, 36 months,Not Verified,26000,0.0462,354.7,0.1663,10000,5,7093
411755,Oregon,INDIVIDUAL,2 years,Silver Lining Investment Properties Llc,C,RENT,6/9/2021,2/10/2021,8/9/2021,Charged Off,9/9/2021,462967,House,C2, 36 months,Not Verified,29000,0.1717,84.05,0.1284,2500,11,275
497333,Ohio,INDIVIDUAL,2 years,Mason City Schools,B,RENT,4/10/2021,5/16/2021,2/12/2021,Charged Off,3/12/2021,637571,House,B2, 36 months,Not Verified,68000,0.1514,310.9,0.1025,9600,17,6529
279901,Virginia,INDIVIDUAL,5 years,Farm Credit Administration,B,MORTGAGE,3/8/2021,4/14/2021,1/11/2021,Fully Paid,2/11/2021,279891,House,B3, 36 months,Not Verified,53979,0,807.62,0.1008,25000,33,29350
243078,Virginia,INDIVIDUAL,5 years,"Us Bank, N.A.",B,RENT,2/8/2021,5/16/2021,11/9/2021,Fully Paid,12/9/2021,243060,House,B4, 36 months,Not Verified,43000,0.1747,194.71,0.1039,6000,33,6817
270466,Wisconsin,INDIVIDUAL,1 year,Imagine,C,RENT,3/8/2021,11/10/2021,11/10/2021,Fully Paid,12/10/2021,270436,House,C3, 36 months,Not Verified,64000,0.1333,330.53,0.1166,10000,22,11873
1004455,Louisiana,INDIVIDUAL,10+ years,Treasure Chest Casino,A,MORTGAGE,11/11/2021,5/16/2021,11/14/2021,Fully Paid,12/14/2021,1230895,House,A4, 36 months,Not Verified,54000,0.1907,312.91,0.079,10000,42,11264
1017848,California,INDIVIDUAL,2 years,"Poolboss Company, Inc.",A,MORTGAGE,11/11/2021,4/14/2021,3/14/2021,Fully Paid,4/14/2021,1246041,House,A2, 36 months,Not Verified,36538.32,0.0726,76.76,0.0662,2500,15,2728
890563,North Carolina,INDIVIDUAL,3 years,Tiaa-Cref,A,MORTGAGE,9/11/2021,6/12/2021,6/12/2021,Fully Paid,7/12/2021,1107226,House,A2, 36 months,Not Verified,111000,0.0094,158.13,0.0662,5150,11,5357
1005771,Massachusetts,INDIVIDUAL,4 years,R. G. Vanderweil Engineers Llp,A,MORTGAGE,11/11/2021,11/14/2021,10/12/2021,Fully Paid,11/12/2021,1232124,House,A1, 36 months,Not Verified,124000,0.0473,486.97,0.0603,16000,23,16771
778906,Michigan,INDIVIDUAL,4 years,Better Construction,A,MORTGAGE,6/11/2021,3/16/2021,6/14/2021,Fully Paid,7/14/2021,981561,House,A1, 36 months,Not Verified,31000,0.0581,361.92,0.0542,12000,37,13029
480904,Michigan,INDIVIDUAL,8 years,Applebee'S,A,MORTGAGE,2/10/2021,5/16/2021,12/11/2021,Fully Paid,1/11/2022,611450,House,A5, 36 months,Not Verified,46500,0.103,187.69,0.0788,6000,27,6632
694364,Florida,INDIVIDUAL,< 1 year,American Registry,A,MORTGAGE,3/11/2021,2/13/2021,12/12/2021,Fully Paid,1/12/2022,885279,House,A3, 36 months,Not Verified,75000,0.0141,370.09,0.0692,12000,26,12969
642829,New York,INDIVIDUAL,< 1 year,Jewish Home Of Rochester,A,MORTGAGE,1/11/2021,2/14/2021,6/13/2021,Fully Paid,7/13/2021,822730,House,A4, 36 months,Not Verified,74000,0.0503,233.84,0.0654,7625,27,8383
443492,New Mexico,INDIVIDUAL,2 years,City Of Farmington,A,MORTGAGE,9/9/2021,5/16/2021,10/12/2021,Fully Paid,11/12/2021,539687,House,A4, 36 months,Not Verified,52000,0.1435,316.11,0.0859,10000,13,11380
637553,Michigan,INDIVIDUAL,10+ years,Perfection Bakeries,A,MORTGAGE,2/11/2021,2/14/2021,2/14/2021,Fully Paid,3/14/2021,816678,House,A4, 36 months,Not Verified,95000,0.1829,372.12,0.0729,12000,57,13397
563835,Virginia,INDIVIDUAL,2 years,United States Federal Courts,A,MORTGAGE,8/10/2021,7/15/2021,10/10/2021,Fully Paid,11/10/2021,725506,House,A4, 36 months,Not Verified,85000,0.2393,248.89,0.0751,8000,25,8050
855095,Ohio,INDIVIDUAL,3 years,Department Of Veterans Affairs,A,MORTGAGE,9/11/2021,1/15/2021,10/14/2021,Fully Paid,11/14/2021,1067395,House,A2, 36 months,Not Verified,75000,0.0555,491.26,0.0662,16000,29,17685
476800,Texas,INDIVIDUAL,3 years,Owens Corning,A,MORTGAGE,1/10/2021,8/11/2021,9/11/2021,Fully Paid,10/11/2021,604153,House,A3, 36 months,Not Verified,75400,0.1676,187.32,0.0774,6000,31,6499
447122,Maryland,INDIVIDUAL,2 years,World Fuel Services,B,MORTGAGE,10/9/2021,1/15/2021,1/10/2021,Fully Paid,2/10/2021,417950,House,B1, 36 months,Not Verified,85000,0.1739,262.43,0.1114,8000,25,8218
479618,Colorado,INDIVIDUAL,2 years,Qwest Corporation,B,MORTGAGE,1/10/2021,10/11/2021,10/11/2021,Fully Paid,11/11/2021,609452,House,B2, 36 months,Not Verified,62000,0.1632,647.7,0.1025,20000,22,22394
479746,New Jersey,INDIVIDUAL,4 years,Warner Chilcott,B,MORTGAGE,1/10/2021,3/10/2021,3/10/2021,Fully Paid,4/10/2021,609649,House,B1, 36 months,Not Verified,85000,0.0021,483.16,0.0988,15000,26,15124
697667,Florida,INDIVIDUAL,10+ years,Custom Made Home Comp.,B,MORTGAGE,3/11/2021,2/16/2021,9/13/2021,Fully Paid,10/13/2021,889014,House,B3, 36 months,Not Verified,38000,0.1541,324.42,0.1037,10000,26,11622
288584,Virginia,INDIVIDUAL,5 years,Farm Credit Administration,B,MORTGAGE,3/8/2021,4/14/2021,7/10/2021,Fully Paid,8/10/2021,288373,House,B4, 36 months,Not Verified,65379,0.1482,324.51,0.1039,10000,33,11599
981387,Florida,INDIVIDUAL,7 years,Usa4Sale,B,MORTGAGE,10/11/2021,5/16/2021,4/14/2021,Fully Paid,5/14/2021,1204548,House,B2, 36 months,Not Verified,25920,0.1889,368.9,0.1065,11325,12,13191
473024,California,INDIVIDUAL,< 1 year,Unknown,B,MORTGAGE,1/10/2021,2/11/2021,6/10/2021,Fully Paid,7/10/2021,597508,House,B3, 36 months,Not Verified,75000,0.0333,795.22,0.1183,24000,17,24913
608153,Massachusetts,INDIVIDUAL,10+ years,Sidwainer And Son,B,MORTGAGE,11/10/2021,11/13/2021,11/13/2021,Fully Paid,12/13/2021,780142,House,B4, 36 months,Not Verified,60000,0.174,56.46,0.0999,1750,40,2033
1012030,Pennsylvania,INDIVIDUAL,5 years,American Eagle Paper Mill,B,MORTGAGE,11/11/2021,8/13/2021,2/12/2021,Fully Paid,3/12/2021,1239143,House,B1, 36 months,Not Verified,34800,0.1417,96.68,0.0991,3000,10,3073
502770,Pennsylvania,INDIVIDUAL,9 years,Nooter Construction,B,MORTGAGE,4/10/2021,4/13/2021,4/13/2021,Fully Paid,5/13/2021,646754,House,B3, 36 months,Not Verified,75000,0.0184,312.58,0.1062,9600,29,11254
683251,Florida,INDIVIDUAL,10+ years,Bella'S Italian Cafe,C,MORTGAGE,2/11/2021,10/14/2021,3/14/2021,Fully Paid,4/14/2021,872552,House,C2, 36 months,Not Verified,45000,0.2269,505.85,0.1306,15000,32,18210
1019133,Connecticut,INDIVIDUAL,10+ years,Winkle Bus Inc,C,MORTGAGE,11/11/2021,6/15/2021,12/14/2021,Fully Paid,1/14/2022,1247818,House,C3, 36 months,Not Verified,105000,0.0336,172.48,0.1465,5000,12,6209
484473,District of Columbia,INDIVIDUAL,1 year,Navy,C,MORTGAGE,5/10/2021,2/15/2021,12/11/2021,Fully Paid,1/11/2022,616829,House,C4, 36 months,Not Verified,68553,0.1568,511.56,0.1385,15000,20,17575
469109,Florida,INDIVIDUAL,9 years,Mobile Home Depot,D,MORTGAGE,12/9/2021,12/11/2021,12/11/2021,Fully Paid,1/11/2022,590025,House,D1, 36 months,Not Verified,26000,0.0263,499.89,0.1461,14500,8,17479
352258,Michigan,INDIVIDUAL,10+ years,Genesys Regional Medical,D,MORTGAGE,8/8/2021,3/11/2021,3/11/2021,Fully Paid,4/11/2021,355245,House,D1, 36 months,Not Verified,52320,0.1814,504.4,0.1286,15000,16,18079
787725,Texas,INDIVIDUAL,10+ years,Ibm,D,MORTGAGE,6/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,991308,House,D2, 36 months,Not Verified,120000,0.1601,175.77,0.1599,5000,35,6327
374295,Illinois,INDIVIDUAL,4 years,Wipro,A,OTHER,1/9/2021,5/16/2021,2/12/2021,Fully Paid,3/12/2021,395286,House,A5, 36 months,Not Verified,70000,0.0845,288.85,0.0963,9000,14,10399
422681,Pennsylvania,INDIVIDUAL,3 years,Pec Management,A,OWN,7/9/2021,6/11/2021,3/11/2021,Fully Paid,4/11/2021,497296,House,A4, 36 months,Not Verified,15000,0.0552,118.21,0.0932,3700,16,4152
870601,California,INDIVIDUAL,< 1 year,"Starpoint Properties, Llc",A,OWN,9/11/2021,5/13/2021,2/13/2021,Fully Paid,3/13/2021,1084615,House,A2, 36 months,Not Verified,31200,0.0312,132.32,0.0599,4350,6,4642
472112,New York,INDIVIDUAL,10+ years,Unknown,B,OWN,12/9/2021,2/13/2021,2/10/2021,Fully Paid,3/10/2021,596013,House,B3, 36 months,Not Verified,150000,0.1342,811.79,0.1183,24500,16,24742
471412,Massachusetts,INDIVIDUAL,10+ years,Unknown,C,OWN,12/9/2021,2/13/2021,2/10/2021,Fully Paid,3/10/2021,595113,House,C5, 36 months,Not Verified,170000,0.002,720.43,0.1426,21000,10,21250
985470,Florida,INDIVIDUAL,4 years,Zeno Office Solutions,C,OWN,10/11/2021,5/16/2021,8/13/2021,Fully Paid,9/13/2021,1209135,House,C3, 36 months,Not Verified,42000,0.2154,344.95,0.1465,10000,27,12004
476083,Georgia,INDIVIDUAL,< 1 year,Biomerieux,E,OWN,1/10/2021,4/16/2021,7/12/2021,Fully Paid,8/12/2021,602968,House,E2, 36 months,Not Verified,52000,0.1818,701.16,0.167,19750,16,23488
490333,Florida,INDIVIDUAL,5 years,Fifth Third Bank,G,OWN,3/10/2021,12/14/2021,4/13/2021,Fully Paid,5/13/2021,626055,House,G4, 36 months,Not Verified,81840,0.0144,945.35,0.2127,25000,5,34830
787818,Texas,INDIVIDUAL,10+ years,Chas .F. Williams,A,RENT,6/11/2021,5/16/2021,7/14/2021,Fully Paid,8/14/2021,991411,House,A1, 36 months,Not Verified,24960,0.1808,120.64,0.0542,4000,9,4343
795816,Minnesota,INDIVIDUAL,10+ years,Wipro Ltd,A,RENT,6/11/2021,10/14/2021,4/13/2021,Fully Paid,5/13/2021,1000581,House,A2, 36 months,Not Verified,86000,0.0813,243.34,0.0599,8000,11,8620
483065,New York,INDIVIDUAL,3 years,Bove Industries Inc.,A,RENT,2/11/2021,5/16/2021,3/14/2021,Fully Paid,4/14/2021,614634,House,A4, 36 months,Not Verified,71000,0.0581,310.1,0.0729,10000,10,11164
892412,New Jersey,INDIVIDUAL,6 years,"City Of New York,Hra Mis",A,RENT,9/11/2021,5/13/2021,5/13/2021,Fully Paid,6/13/2021,1109296,House,A1, 36 months,Not Verified,105000,0.0735,426.1,0.0603,14000,32,14883
498921,California,INDIVIDUAL,6 years,Amicis Mt,A,RENT,3/10/2021,10/12/2021,10/12/2021,Fully Paid,11/12/2021,640103,House,A3, 36 months,Not Verified,55000,0.1581,185.64,0.0714,6000,20,6660
974837,California,INDIVIDUAL,9 years,Alta Bates Summit Medical Center,A,RENT,10/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1197142,House,A4, 36 months,Not Verified,60000,0.0406,375.49,0.079,12000,13,13510
747101,South Carolina,INDIVIDUAL,2 years,Reebok International,A,RENT,5/11/2021,5/14/2021,5/14/2021,Fully Paid,6/14/2021,945946,House,A3, 36 months,Not Verified,43000,0.2129,444.57,0.0699,14400,21,16004
398306,Arkansas,INDIVIDUAL,10+ years,Southwestern Energy Co.,A,RENT,4/9/2021,4/10/2021,1/10/2021,Fully Paid,2/10/2021,439856,House,A5, 36 months,Not Verified,48000,0.1035,224.66,0.0963,7000,19,7411
679069,Ohio,INDIVIDUAL,10+ years,American Greetings,A,RENT,2/11/2021,5/12/2021,5/12/2021,Fully Paid,6/12/2021,867498,House,A5, 36 months,Not Verified,42000,0.1109,299.33,0.0766,9600,19,10316
380631,Florida,INDIVIDUAL,2 years,United States Air Force,A,RENT,3/9/2021,3/12/2021,3/12/2021,Fully Paid,4/12/2021,408252,House,A4, 36 months,Not Verified,58979.28,0.1046,159.74,0.0932,5000,14,5761
388441,Texas,INDIVIDUAL,2 years,Texas Department Of Information Resources,A,RENT,3/9/2021,4/12/2021,4/12/2021,Fully Paid,5/12/2021,421887,House,A5, 36 months,Not Verified,76344,0.0863,160.48,0.0963,5000,48,5777
438923,Florida,INDIVIDUAL,3 years,Patterson Freight,A,RENT,9/9/2021,5/16/2021,8/12/2021,Fully Paid,9/12/2021,529421,House,A5, 36 months,Not Verified,24996,0.1368,317.72,0.0894,10000,6,11435
981842,New York,INDIVIDUAL,4 years,New York Presbyterian Hospital,A,RENT,10/11/2021,5/16/2021,8/14/2021,Fully Paid,9/14/2021,1205022,House,A2, 36 months,Not Verified,32000,0.1523,245.63,0.0662,8000,19,8839
480800,Michigan,INDIVIDUAL,4 years,Hickman Agency Inc,A,RENT,2/10/2021,5/16/2021,2/13/2021,Fully Paid,3/13/2021,611273,House,A5, 36 months,Not Verified,27000,0.2156,62.57,0.0788,2000,13,2252
645644,Pennsylvania,INDIVIDUAL,5 years,"The Si Organizatation, Inc.",A,RENT,1/11/2021,5/16/2021,6/12/2021,Fully Paid,7/12/2021,826126,House,A1, 36 months,Not Verified,69350,0.0768,325.73,0.0542,10800,26,11426
605973,North Carolina,INDIVIDUAL,5 years,Bb&T,A,RENT,11/10/2021,8/15/2021,4/11/2021,Fully Paid,5/11/2021,777368,House,A5, 36 months,Not Verified,57500,0.135,277.53,0.0691,9000,10,9247
347076,Texas,INDIVIDUAL,< 1 year,"Banfield, The Pet Hospital",A,RENT,5/8/2021,3/15/2021,10/8/2021,Fully Paid,11/8/2021,347460,House,A3, 36 months,Not Verified,65000,0.0526,219.36,0.08,7000,30,7103
448334,Florida,INDIVIDUAL,< 1 year,Social Security Administration (Ssa),A,RENT,10/9/2021,5/15/2021,10/12/2021,Fully Paid,11/12/2021,549934,House,A4, 36 months,Not Verified,18000,0.0733,158.06,0.0859,5000,7,5690
689883,North Carolina,INDIVIDUAL,< 1 year,Dukenet Communications,A,RENT,3/11/2021,6/15/2021,3/14/2021,Fully Paid,4/14/2021,880205,House,A5, 36 months,Not Verified,48000,0.038,342.98,0.0766,11000,19,12347
461884,New York,INDIVIDUAL,< 1 year,Unknown,A,RENT,1/10/2021,7/10/2021,7/10/2021,Fully Paid,8/10/2021,577546,House,A5, 36 months,Not Verified,44000,0.0897,285.95,0.0894,9000,18,9259
885196,California,INDIVIDUAL,1 year,Itech Us,A,RENT,9/11/2021,5/15/2021,10/14/2021,Fully Paid,11/14/2021,1100799,House,A2, 36 months,Not Verified,80000,0.0969,368.45,0.0662,12000,24,13264
521187,California,INDIVIDUAL,2 years,Sabritec,A,RENT,6/10/2021,3/14/2021,7/12/2021,Fully Paid,8/12/2021,673939,House,A4, 36 months,Not Verified,68500,0.2093,248.89,0.0751,8000,30,8860
452969,California,INDIVIDUAL,3 years,State Of California,A,RENT,10/9/2021,3/16/2021,7/12/2021,Fully Paid,8/12/2021,559557,House,A3, 36 months,Not Verified,30000,0.1475,187.32,0.0774,6000,30,6724
380629,Arizona,INDIVIDUAL,< 1 year,State Of Arizona,A,RENT,2/9/2021,3/12/2021,3/12/2021,Fully Paid,4/12/2021,408077,House,A4, 36 months,Not Verified,32000,0.0113,159.74,0.0932,5000,6,5750
455716,New York,INDIVIDUAL,1 year,Eodt,A,RENT,11/9/2021,3/12/2021,2/12/2021,Fully Paid,3/12/2021,540840,House,A5, 36 months,Not Verified,85000,0,324.07,0.0894,10200,16,11542
364154,Massachusetts,INDIVIDUAL,3 years,Medical Information Technology,A,RENT,11/8/2021,12/9/2021,12/9/2021,Fully Paid,1/9/2022,374558,House,A5, 36 months,Not Verified,45000,0,230.24,0.0938,7200,11,7547
738678,New Jersey,INDIVIDUAL,3 years,United Parcel Services,B,RENT,4/11/2021,3/13/2021,3/13/2021,Fully Paid,4/13/2021,936110,House,B4, 36 months,Not Verified,100000,0.1253,391.39,0.1074,12000,6,13762
460149,California,INDIVIDUAL,< 1 year,Greens Restaurant,B,RENT,11/9/2021,11/12/2021,12/12/2021,Fully Paid,1/12/2022,574061,House,B1, 36 months,Not Verified,25000,0.0758,82.01,0.1114,2500,10,2953
461199,Louisiana,INDIVIDUAL,3 years,Louisiana Tech University,B,RENT,11/9/2021,5/16/2021,5/11/2021,Fully Paid,6/11/2021,576218,House,B3, 36 months,Not Verified,94773.24,0.0538,198.81,0.1183,6000,62,6710
494400,Texas,INDIVIDUAL,1 year,Chrysler Financial,B,RENT,3/10/2021,9/15/2021,4/13/2021,Fully Paid,5/13/2021,632905,House,B1, 36 months,Not Verified,37850,0.1322,206.15,0.0988,6400,5,7422
467690,California,INDIVIDUAL,1 year,Lending Club,B,RENT,12/9/2021,12/12/2021,12/12/2021,Fully Paid,1/12/2022,588471,House,B1, 36 months,Not Verified,169000,0.0476,459.25,0.1114,14000,16,16533
500081,Virginia,INDIVIDUAL,1 year,Department Of Defense,B,RENT,4/10/2021,5/12/2021,10/10/2021,Fully Paid,11/10/2021,642146,House,B4, 36 months,Not Verified,89000,0.034,327.36,0.1099,10000,13,10245
369882,Maryland,INDIVIDUAL,< 1 year,Savvy Media,B,RENT,1/9/2021,5/11/2021,5/11/2021,Fully Paid,6/11/2021,386142,House,B3, 36 months,Not Verified,55000,0.1399,462.19,0.1158,14000,23,16483
451175,Virginia,INDIVIDUAL,4 years,Council Of The Americas,B,RENT,10/9/2021,6/14/2021,11/12/2021,Fully Paid,12/12/2021,555642,House,B5, 36 months,Not Verified,68500,0.1111,334.67,0.1253,10000,23,12048
290605,Illinois,INDIVIDUAL,1 year,Monster Worldwide,B,RENT,3/8/2021,3/11/2021,4/11/2021,Fully Paid,5/11/2021,290598,House,B1, 36 months,Not Verified,150000,0.0647,480.15,0.0945,15000,9,17285
798659,Minnesota,INDIVIDUAL,1 year,Iwco,B,RENT,6/11/2021,2/16/2021,2/14/2021,Fully Paid,3/14/2021,1003796,House,B3, 36 months,Not Verified,17376,0.1347,196.41,0.1099,6000,8,7044
795714,California,INDIVIDUAL,10+ years,The Saloon,B,RENT,6/11/2021,4/13/2021,11/12/2021,Fully Paid,12/12/2021,1000471,House,B2, 36 months,Not Verified,40000,0.0072,390.54,0.1059,12000,15,12826
408286,Florida,INDIVIDUAL,2 years,The Continental Group Inc,B,RENT,6/9/2021,7/9/2021,7/9/2021,Fully Paid,8/9/2021,458283,House,B3, 36 months,Not Verified,34999,0.1539,396.17,0.1158,12000,7,12117
704562,Washington,INDIVIDUAL,5 years,Unknown,B,RENT,4/11/2021,9/15/2021,4/14/2021,Fully Paid,5/14/2021,896587,House,B2, 36 months,Not Verified,72000,0.0285,258.14,0.1,8000,11,9293
361859,Maryland,INDIVIDUAL,< 1 year,Destineer Studios,B,RENT,11/8/2021,5/10/2021,5/10/2021,Fully Paid,6/10/2021,370720,House,B5, 36 months,Not Verified,100000,0.0443,329.57,0.1146,10000,14,11209
475900,Massachusetts,INDIVIDUAL,3 years,Emc Corporation,B,RENT,1/10/2021,5/16/2021,3/12/2021,Fully Paid,4/12/2021,602656,House,B3, 36 months,Not Verified,34500,0.2094,99.41,0.1183,3000,16,3516
347648,California,INDIVIDUAL,1 year,Risk Management Strategies/ Mary Mears Trust,C,RENT,2/10/2021,6/14/2021,6/10/2021,Fully Paid,7/10/2021,348254,House,C1, 36 months,Not Verified,60000,0.2064,335.67,0.1273,10000,18,10410
445989,Florida,INDIVIDUAL,4 years,Melrose-Sovereign Companies,C,RENT,10/9/2021,2/14/2021,11/9/2021,Fully Paid,12/9/2021,545028,House,C2, 36 months,Not Verified,31200,0.1796,202.81,0.1322,6000,8,6067
